InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,Discount,TotalAmount
INV002516,P0013,床上四件套,1,2023-02-14 00:00:00,225.54,C00261,China,家居家装,0,225.54
INV002517,P0015,餐具套装,3,2023-02-14 00:00:00,158.9,C00261,China,家居家装,0,476.7
INV000006,P0001,笔记本电脑,2,2023-02-15 00:00:00,4969.09,C00003,China,电子产品,0,9938.19
INV000129,P0014,沙发,3,2023-02-15 00:00:00,1806.07,C00015,China,家居家装,0,5418.2
INV000130,P0002,无线耳机,2,2023-02-15 00:00:00,335.99,C00015,China,电子产品,0,671.98
INV000131,P0007,背包,2,2023-02-15 00:00:00,153.37,C00015,China,服装鞋帽,0,306.75
INV000462,P0000,手机,3,2023-02-15 00:00:00,3422.66,C00047,China,电子产品,0,10267.98
INV000710,P0011,巧克力,4,2023-02-15 00:00:00,48.47,C00069,China,食品饮料,0,193.89
INV001396,P0009,坚果礼盒,4,2023-02-15 00:00:00,210.27,C00153,China,食品饮料,38.68,802.38
INV001745,P0012,台灯,4,2023-02-15 00:00:00,122.17,C00181,China,家居家装,0,488.69
INV001746,P0000,手机,1,2023-02-15 00:00:00,3139.06,C00181,China,电子产品,0,3139.06
INV002220,P0013,床上四件套,3,2023-02-15 00:00:00,255.53,C00225,China,家居家装,0,766.59
INV002221,P0003,移动电源,1,2023-02-15 00:00:00,126.57,C00225,China,电子产品,0,126.57
INV002222,P0018,蓝牙音箱,3,2023-02-15 00:00:00,169.05,C00225,China,电子产品,20.69,486.47
INV002223,P0004,男士衬衫,3,2023-02-15 00:00:00,167.42,C00225,China,服装鞋帽,0,502.27
INV002541,P0002,无线耳机,3,2023-02-15 00:00:00,529.98,C00266,China,电子产品,0,1589.93
INV002542,P0011,巧克力,1,2023-02-15 00:00:00,63.0,C00266,China,食品饮料,0,63.0
INV000207,P0010,茶叶,4,2023-02-16 00:00:00,165.15,C00021,China,食品饮料,31.88,628.7
INV000732,P0017,商业分析书,3,2023-02-16 00:00:00,77.0,C00072,China,图书音像,0,231.01
INV000733,P0009,坚果礼盒,4,2023-02-16 00:00:00,90.92,C00072,China,食品饮料,0,363.69
INV000734,P0000,手机,2,2023-02-16 00:00:00,2990.09,C00072,China,电子产品,192.54,5787.64
INV001078,P0017,商业分析书,2,2023-02-16 00:00:00,55.39,C00116,China,图书音像,0,110.77
INV001525,P0006,运动鞋,3,2023-02-16 00:00:00,764.26,C00162,China,服装鞋帽,0,2292.79
INV001526,P0014,沙发,1,2023-02-16 00:00:00,4001.41,C00162,China,家居家装,0,4001.41
INV001527,P0007,背包,4,2023-02-16 00:00:00,338.25,C00162,China,服装鞋帽,44.12,1308.89
INV001528,P0002,无线耳机,2,2023-02-16 00:00:00,705.2,C00162,China,电子产品,69.57,1340.83
INV002072,P0000,手机,1,2023-02-16 00:00:00,2186.65,C00212,China,电子产品,0,2186.65
INV002073,P0019,智能手表,2,2023-02-16 00:00:00,723.26,C00212,China,电子产品,0,1446.52
INV002074,P0017,商业分析书,3,2023-02-16 00:00:00,50.92,C00212,China,图书音像,0,152.76
INV002075,P0004,男士衬衫,3,2023-02-16 00:00:00,149.07,C00212,China,服装鞋帽,13.36,433.85
INV002244,P0014,沙发,2,2023-02-16 00:00:00,1602.53,C00229,China,家居家装,0,3205.06
INV002409,P0003,移动电源,2,2023-02-16 00:00:00,103.41,C00246,China,电子产品,0,206.82
INV002410,P0015,餐具套装,3,2023-02-16 00:00:00,165.55,C00246,China,家居家装,0,496.65
INV000059,P0013,床上四件套,2,2023-02-17 00:00:00,344.87,C00009,China,家居家装,62.36,627.37
INV000060,P0007,背包,4,2023-02-17 00:00:00,192.22,C00009,China,服装鞋帽,0,768.89
INV000061,P0008,咖啡豆,4,2023-02-17 00:00:00,70.56,C00009,China,食品饮料,0,282.23
INV000132,P0014,沙发,3,2023-02-17 00:00:00,6117.27,C00016,China,家居家装,0,18351.81
INV000133,P0003,移动电源,4,2023-02-17 00:00:00,385.46,C00016,China,电子产品,0,1541.85
INV000134,P0019,智能手表,4,2023-02-17 00:00:00,2667.39,C00016,China,电子产品,0,10669.58
INV000678,P0005,女士连衣裙,2,2023-02-17 00:00:00,916.62,C00066,China,服装鞋帽,0,1833.23
INV000679,P0003,移动电源,4,2023-02-17 00:00:00,526.53,C00066,China,电子产品,0,2106.11
INV000680,P0004,男士衬衫,2,2023-02-17 00:00:00,762.62,C00066,China,服装鞋帽,0,1525.25
INV000681,P0001,笔记本电脑,1,2023-02-17 00:00:00,18729.05,C00066,China,电子产品,0,18729.05
INV000791,P0006,运动鞋,1,2023-02-17 00:00:00,391.49,C00078,China,服装鞋帽,0,391.49
INV000792,P0000,手机,2,2023-02-17 00:00:00,2701.11,C00078,China,电子产品,0,5402.22
INV000793,P0018,蓝牙音箱,3,2023-02-17 00:00:00,179.33,C00078,China,电子产品,0,538.0
INV001429,P0013,床上四件套,2,2023-02-17 00:00:00,1016.3,C00155,China,家居家装,0,2032.61
INV001430,P0002,无线耳机,1,2023-02-17 00:00:00,1665.12,C00155,China,电子产品,203.14,1461.99
INV001711,P0008,咖啡豆,2,2023-02-17 00:00:00,45.68,C00178,China,食品饮料,6.6,84.76
INV001712,P0017,商业分析书,4,2023-02-17 00:00:00,49.03,C00178,China,图书音像,7.79,188.34
INV001713,P0006,运动鞋,3,2023-02-17 00:00:00,296.22,C00178,China,服装鞋帽,0,888.65
INV001714,P0014,沙发,4,2023-02-17 00:00:00,1493.65,C00178,China,家居家装,267.89,5706.72
INV001869,P0002,无线耳机,4,2023-02-17 00:00:00,689.26,C00190,China,电子产品,56.81,2700.22
INV001870,P0019,智能手表,4,2023-02-17 00:00:00,1536.57,C00190,China,电子产品,124.92,6021.37
INV002121,P0010,茶叶,3,2023-02-17 00:00:00,119.56,C00218,China,食品饮料,23.67,335.01
INV002591,P0003,移动电源,2,2023-02-17 00:00:00,139.74,C00269,China,电子产品,0,279.48
INV002592,P0007,背包,1,2023-02-17 00:00:00,167.44,C00269,China,服装鞋帽,0,167.44
INV002593,P0014,沙发,3,2023-02-17 00:00:00,1914.42,C00269,China,家居家装,0,5743.25
INV002594,P0004,男士衬衫,2,2023-02-17 00:00:00,202.95,C00269,China,服装鞋帽,34.94,370.95
INV002652,P0003,移动电源,2,2023-02-17 00:00:00,167.46,C00275,China,电子产品,0,334.92
INV002653,P0013,床上四件套,1,2023-02-17 00:00:00,333.53,C00275,China,家居家装,0,333.53
INV000232,P0003,移动电源,1,2023-02-18 00:00:00,223.72,C00023,China,电子产品,0,223.72
INV000233,P0007,背包,3,2023-02-18 00:00:00,269.97,C00023,China,服装鞋帽,0,809.92
INV000234,P0013,床上四件套,1,2023-02-18 00:00:00,459.08,C00023,China,家居家装,58.07,401.01
INV000235,P0012,台灯,3,2023-02-18 00:00:00,177.12,C00023,China,家居家装,0,531.37
INV000325,P0006,运动鞋,3,2023-02-18 00:00:00,390.35,C00033,China,服装鞋帽,54.5,1116.56
INV000326,P0018,蓝牙音箱,4,2023-02-18 00:00:00,205.01,C00033,China,电子产品,13.56,806.47
INV000481,P0014,沙发,2,2023-02-18 00:00:00,2181.83,C00049,China,家居家装,380.75,3982.91
INV001211,P0013,床上四件套,1,2023-02-18 00:00:00,196.92,C00134,China,家居家装,0,196.92
INV001480,P0012,台灯,2,2023-02-18 00:00:00,115.64,C00159,China,家居家装,9.84,221.45
INV001481,P0007,背包,4,2023-02-18 00:00:00,181.08,C00159,China,服装鞋帽,0,724.3
INV001889,P0015,餐具套装,1,2023-02-18 00:00:00,897.56,C00193,China,家居家装,0,897.56
INV001890,P0003,移动电源,3,2023-02-18 00:00:00,599.22,C00193,China,电子产品,0,1797.66
INV002707,P0002,无线耳机,3,2023-02-18 00:00:00,318.5,C00283,China,电子产品,30.4,925.09
INV002708,P0012,台灯,2,2023-02-18 00:00:00,81.09,C00283,China,家居家装,0,162.18
INV002791,P0017,商业分析书,4,2023-02-18 00:00:00,125.58,C00294,China,图书音像,23.59,478.74
INV002792,P0009,坚果礼盒,4,2023-02-18 00:00:00,143.09,C00294,China,食品饮料,0,572.38
INV002793,P0003,移动电源,1,2023-02-18 00:00:00,222.85,C00294,China,电子产品,42.72,180.13
INV000241,P0009,坚果礼盒,4,2023-02-19 00:00:00,88.72,C00025,China,食品饮料,0,354.87
INV000242,P0002,无线耳机,1,2023-02-19 00:00:00,410.87,C00025,China,电子产品,0,410.87
INV000243,P0018,蓝牙音箱,2,2023-02-19 00:00:00,199.78,C00025,China,电子产品,0,399.56
INV000308,P0004,男士衬衫,1,2023-02-19 00:00:00,243.38,C00031,China,服装鞋帽,0,243.38
INV000309,P0013,床上四件套,3,2023-02-19 00:00:00,284.16,C00031,China,家居家装,0,852.49
INV000348,P0009,坚果礼盒,3,2023-02-19 00:00:00,193.23,C00036,China,食品饮料,36.44,543.24
INV000349,P0001,笔记本电脑,3,2023-02-19 00:00:00,10084.0,C00036,China,电子产品,1756.56,28495.43
INV001071,P0008,咖啡豆,1,2023-02-19 00:00:00,50.17,C00114,China,食品饮料,0,50.17
INV001261,P0019,智能手表,3,2023-02-19 00:00:00,1494.09,C00139,China,电子产品,0,4482.28
INV001262,P0013,床上四件套,2,2023-02-19 00:00:00,441.24,C00139,China,家居家装,0,882.48
INV001363,P0013,床上四件套,1,2023-02-19 00:00:00,243.99,C00149,China,家居家装,30.77,213.22
INV001364,P0016,Python编程书,1,2023-02-19 00:00:00,46.34,C00149,China,图书音像,0,46.34
INV001365,P0003,移动电源,1,2023-02-19 00:00:00,112.74,C00149,China,电子产品,0,112.74
INV001387,P0017,商业分析书,1,2023-02-19 00:00:00,64.02,C00152,China,图书音像,0,64.02
INV001388,P0003,移动电源,1,2023-02-19 00:00:00,149.66,C00152,China,电子产品,0,149.66
INV001389,P0019,智能手表,4,2023-02-19 00:00:00,895.53,C00152,China,电子产品,133.2,3448.9
INV001825,P0003,移动电源,4,2023-02-19 00:00:00,500.16,C00187,China,电子产品,35.65,1964.97
INV002533,P0014,沙发,2,2023-02-19 00:00:00,1865.53,C00264,China,家居家装,0,3731.05
INV002534,P0012,台灯,1,2023-02-19 00:00:00,105.57,C00264,China,家居家装,0,105.57
INV001062,P0010,茶叶,1,2023-02-20 00:00:00,106.59,C00111,China,食品饮料,0,106.59
INV001063,P0008,咖啡豆,4,2023-02-20 00:00:00,66.16,C00111,China,食品饮料,0,264.64
INV001064,P0018,蓝牙音箱,2,2023-02-20 00:00:00,211.6,C00111,China,电子产品,0,423.19
INV001089,P0007,背包,2,2023-02-20 00:00:00,216.52,C00119,China,服装鞋帽,0,433.03
INV001278,P0017,商业分析书,2,2023-02-20 00:00:00,160.21,C00142,China,图书音像,0,320.43
INV001279,P0001,笔记本电脑,3,2023-02-20 00:00:00,12796.12,C00142,China,电子产品,1248.87,37139.48
INV001425,P0001,笔记本电脑,3,2023-02-20 00:00:00,3607.09,C00154,China,电子产品,0,10821.28
INV001426,P0010,茶叶,4,2023-02-20 00:00:00,86.2,C00154,China,食品饮料,0,344.78
INV001427,P0013,床上四件套,2,2023-02-20 00:00:00,202.31,C00154,China,家居家装,0,404.62
INV001428,P0017,商业分析书,4,2023-02-20 00:00:00,53.17,C00154,China,图书音像,0,212.68
INV001720,P0003,移动电源,3,2023-02-20 00:00:00,259.85,C00179,China,电子产品,18.42,761.14
INV001968,P0017,商业分析书,1,2023-02-20 00:00:00,154.01,C00201,China,图书音像,25.39,128.62
INV001969,P0012,台灯,2,2023-02-20 00:00:00,241.34,C00201,China,家居家装,0,482.69
INV002615,P0000,手机,4,2023-02-20 00:00:00,2581.06,C00271,China,电子产品,344.81,9979.41
INV002616,P0016,Python编程书,4,2023-02-20 00:00:00,52.75,C00271,China,图书音像,9.58,201.4
INV002617,P0011,巧克力,3,2023-02-20 00:00:00,44.54,C00271,China,食品饮料,0,133.63
INV002618,P0003,移动电源,2,2023-02-20 00:00:00,139.62,C00271,China,电子产品,0,279.24
INV002807,P0011,巧克力,3,2023-02-20 00:00:00,54.22,C00296,China,食品饮料,0,162.65
INV000798,P0016,Python编程书,3,2023-02-21 00:00:00,103.46,C00079,China,图书音像,0,310.38
INV000799,P0012,台灯,1,2023-02-21 00:00:00,162.51,C00079,China,家居家装,0,162.51
INV000986,P0000,手机,3,2023-02-21 00:00:00,2300.16,C00101,China,电子产品,218.61,6681.88
INV000987,P0006,运动鞋,3,2023-02-21 00:00:00,381.68,C00101,China,服装鞋帽,38.17,1106.88
INV001243,P0007,背包,1,2023-02-21 00:00:00,492.9,C00137,China,服装鞋帽,0,492.9
INV001244,P0003,移动电源,3,2023-02-21 00:00:00,391.92,C00137,China,电子产品,54.86,1120.91
INV002435,P0002,无线耳机,2,2023-02-21 00:00:00,331.28,C00251,China,电子产品,0,662.57
INV002697,P0004,男士衬衫,3,2023-02-21 00:00:00,311.23,C00281,China,服装鞋帽,0,933.69
INV002698,P0003,移动电源,4,2023-02-21 00:00:00,228.94,C00281,China,电子产品,0,915.76
INV002783,P0010,茶叶,2,2023-02-21 00:00:00,82.01,C00292,China,食品饮料,0,164.02
INV000449,P0011,巧克力,1,2023-02-22 00:00:00,46.12,C00044,China,食品饮料,0,46.12
INV000450,P0003,移动电源,2,2023-02-22 00:00:00,120.45,C00044,China,电子产品,18.54,222.36
INV000451,P0006,运动鞋,4,2023-02-22 00:00:00,379.78,C00044,China,服装鞋帽,36.24,1482.87
INV000452,P0005,女士连衣裙,3,2023-02-22 00:00:00,252.27,C00044,China,服装鞋帽,0,756.82
INV000996,P0016,Python编程书,2,2023-02-22 00:00:00,41.83,C00104,China,图书音像,0,83.66
INV000997,P0009,坚果礼盒,2,2023-02-22 00:00:00,71.16,C00104,China,食品饮料,0,142.31
INV001593,P0003,移动电源,3,2023-02-22 00:00:00,98.89,C00167,China,电子产品,0,296.66
INV001594,P0018,蓝牙音箱,4,2023-02-22 00:00:00,163.01,C00167,China,电子产品,9.66,642.38
INV001619,P0002,无线耳机,2,2023-02-22 00:00:00,352.0,C00171,China,电子产品,0,703.99
INV001620,P0016,Python编程书,2,2023-02-22 00:00:00,51.31,C00171,China,图书音像,0,102.62
INV001621,P0017,商业分析书,1,2023-02-22 00:00:00,53.8,C00171,China,图书音像,0,53.8
INV001622,P0003,移动电源,1,2023-02-22 00:00:00,97.12,C00171,China,电子产品,0,97.12
INV002187,P0004,男士衬衫,3,2023-02-22 00:00:00,160.12,C00223,China,服装鞋帽,25.03,455.32
INV002188,P0008,咖啡豆,2,2023-02-22 00:00:00,47.31,C00223,China,食品饮料,7.42,87.21
INV002189,P0018,蓝牙音箱,4,2023-02-22 00:00:00,177.21,C00223,China,电子产品,0,708.84
INV002190,P0014,沙发,3,2023-02-22 00:00:00,1761.21,C00223,China,家居家装,0,5283.63
INV002191,P0004,男士衬衫,2,2023-02-22 00:00:00,612.34,C00224,China,服装鞋帽,33.58,1191.09
INV002192,P0014,沙发,1,2023-02-22 00:00:00,6092.4,C00224,China,家居家装,0,6092.4
INV002193,P0015,餐具套装,3,2023-02-22 00:00:00,542.51,C00224,China,家居家装,0,1627.53
INV002194,P0006,运动鞋,3,2023-02-22 00:00:00,1139.23,C00224,China,服装鞋帽,0,3417.68
INV000204,P0008,咖啡豆,3,2023-02-23 00:00:00,85.64,C00020,China,食品饮料,0,256.93
INV000205,P0018,蓝牙音箱,3,2023-02-23 00:00:00,292.01,C00020,China,电子产品,0,876.04
INV000475,P0010,茶叶,1,2023-02-23 00:00:00,105.2,C00048,China,食品饮料,0,105.2
INV000476,P0014,沙发,4,2023-02-23 00:00:00,1714.59,C00048,China,家居家装,0,6858.36
INV000736,P0002,无线耳机,3,2023-02-23 00:00:00,305.35,C00073,China,电子产品,23.42,892.62
INV000737,P0004,男士衬衫,3,2023-02-23 00:00:00,169.89,C00073,China,服装鞋帽,0,509.67
INV000738,P0000,手机,2,2023-02-23 00:00:00,2430.76,C00073,China,电子产品,0,4861.52
INV000739,P0014,沙发,4,2023-02-23 00:00:00,1728.33,C00073,China,家居家装,0,6913.32
INV000925,P0003,移动电源,4,2023-02-23 00:00:00,235.15,C00089,China,电子产品,0,940.6
INV002107,P0016,Python编程书,2,2023-02-23 00:00:00,101.63,C00217,China,图书音像,0,203.26
INV002108,P0002,无线耳机,2,2023-02-23 00:00:00,670.74,C00217,China,电子产品,0,1341.48
INV002109,P0006,运动鞋,4,2023-02-23 00:00:00,652.55,C00217,China,服装鞋帽,44.4,2565.82
INV002624,P0006,运动鞋,4,2023-02-23 00:00:00,365.03,C00272,China,服装鞋帽,39.49,1420.62
INV002625,P0015,餐具套装,1,2023-02-23 00:00:00,170.04,C00272,China,家居家装,21.51,148.53
INV002748,P0001,笔记本电脑,2,2023-02-23 00:00:00,7890.17,C00287,China,电子产品,0,15780.34
INV002749,P0004,男士衬衫,3,2023-02-23 00:00:00,363.6,C00287,China,服装鞋帽,0,1090.8
INV000161,P0010,茶叶,1,2023-02-24 00:00:00,418.35,C00017,China,食品饮料,0,418.35
INV000162,P0015,餐具套装,3,2023-02-24 00:00:00,913.42,C00017,China,家居家装,0,2740.27
INV000163,P0017,商业分析书,4,2023-02-24 00:00:00,301.39,C00017,China,图书音像,0,1205.55
INV000164,P0001,笔记本电脑,1,2023-02-24 00:00:00,19227.75,C00017,China,电子产品,0,19227.75
INV000310,P0008,咖啡豆,2,2023-02-24 00:00:00,130.38,C00032,China,食品饮料,0,260.77
INV000741,P0009,坚果礼盒,4,2023-02-24 00:00:00,147.9,C00074,China,食品饮料,0,591.61
INV000742,P0002,无线耳机,1,2023-02-24 00:00:00,699.8,C00074,China,电子产品,0,699.8
INV000743,P0019,智能手表,2,2023-02-24 00:00:00,1600.81,C00074,China,电子产品,0,3201.62
INV000978,P0014,沙发,3,2023-02-24 00:00:00,2528.43,C00099,China,家居家装,239.93,7345.36
INV000979,P0018,蓝牙音箱,3,2023-02-24 00:00:00,250.51,C00099,China,电子产品,0,751.53
INV001788,P0002,无线耳机,2,2023-02-24 00:00:00,456.36,C00184,China,电子产品,79.67,833.05
INV001789,P0009,坚果礼盒,1,2023-02-24 00:00:00,102.56,C00184,China,食品饮料,0,102.56
INV001790,P0014,沙发,3,2023-02-24 00:00:00,2061.6,C00184,China,家居家装,0,6184.8
INV001791,P0013,床上四件套,4,2023-02-24 00:00:00,292.93,C00184,China,家居家装,0,1171.72
INV001939,P0008,咖啡豆,4,2023-02-24 00:00:00,51.87,C00198,China,食品饮料,0,207.46
INV001940,P0009,坚果礼盒,4,2023-02-24 00:00:00,80.25,C00198,China,食品饮料,0,321.0
INV002070,P0001,笔记本电脑,1,2023-02-24 00:00:00,3860.16,C00211,China,电子产品,0,3860.16
INV002071,P0008,咖啡豆,4,2023-02-24 00:00:00,42.79,C00211,China,食品饮料,0,171.15
INV002238,P0008,咖啡豆,2,2023-02-24 00:00:00,123.42,C00228,China,食品饮料,0,246.84
INV002239,P0005,女士连衣裙,2,2023-02-24 00:00:00,531.3,C00228,China,服装鞋帽,0,1062.6
INV002272,P0014,沙发,3,2023-02-24 00:00:00,1770.68,C00233,China,家居家装,0,5312.05
INV002273,P0006,运动鞋,3,2023-02-24 00:00:00,334.49,C00233,China,服装鞋帽,0,1003.47
INV002274,P0005,女士连衣裙,3,2023-02-24 00:00:00,225.48,C00233,China,服装鞋帽,0,676.44
INV002363,P0014,沙发,2,2023-02-24 00:00:00,4237.28,C00241,China,家居家装,0,8474.55
INV002364,P0008,咖啡豆,3,2023-02-24 00:00:00,130.28,C00241,China,食品饮料,0,390.83
INV002365,P0005,女士连衣裙,2,2023-02-24 00:00:00,595.65,C00241,China,服装鞋帽,0,1191.29
INV002758,P0007,背包,3,2023-02-24 00:00:00,187.08,C00288,China,服装鞋帽,15.79,545.44
INV002808,P0006,运动鞋,3,2023-02-24 00:00:00,392.54,C00297,China,服装鞋帽,0,1177.61
INV002809,P0012,台灯,2,2023-02-24 00:00:00,110.91,C00297,China,家居家装,0,221.81
INV000038,P0001,笔记本电脑,4,2023-02-25 00:00:00,7583.84,C00006,China,电子产品,0,30335.36
INV000039,P0005,女士连衣裙,4,2023-02-25 00:00:00,434.16,C00006,China,服装鞋帽,0,1736.64
INV000040,P0012,台灯,4,2023-02-25 00:00:00,168.29,C00006,China,家居家装,32.87,640.31
INV000041,P0000,手机,1,2023-02-25 00:00:00,4772.16,C00006,China,电子产品,656.78,4115.38
INV000114,P0015,餐具套装,4,2023-02-25 00:00:00,408.57,C00012,China,家居家装,34.01,1600.27
INV000115,P0019,智能手表,2,2023-02-25 00:00:00,1611.8,C00012,China,电子产品,0,3223.59
INV000135,P0007,背包,1,2023-02-25 00:00:00,537.19,C00016,China,服装鞋帽,0,537.19
INV000198,P0004,男士衬衫,1,2023-02-25 00:00:00,154.84,C00019,China,服装鞋帽,0,154.84
INV000277,P0001,笔记本电脑,1,2023-02-25 00:00:00,3440.96,C00027,China,电子产品,296.5,3144.45
INV000278,P0012,台灯,1,2023-02-25 00:00:00,84.84,C00027,China,家居家装,0,84.84
INV000279,P0011,巧克力,3,2023-02-25 00:00:00,32.36,C00027,China,食品饮料,0,97.08
INV000280,P0008,咖啡豆,3,2023-02-25 00:00:00,47.87,C00027,China,食品饮料,7.99,135.61
INV000596,P0011,巧克力,1,2023-02-25 00:00:00,136.47,C00060,China,食品饮料,20.38,116.1
INV000935,P0007,背包,3,2023-02-25 00:00:00,201.9,C00091,China,服装鞋帽,0,605.71
INV000936,P0012,台灯,1,2023-02-25 00:00:00,121.21,C00091,China,家居家装,0,121.21
INV000937,P0016,Python编程书,4,2023-02-25 00:00:00,73.27,C00091,China,图书音像,0,293.07
INV000938,P0003,移动电源,1,2023-02-25 00:00:00,153.68,C00091,China,电子产品,0,153.68
INV001352,P0000,手机,1,2023-02-25 00:00:00,2874.54,C00147,China,电子产品,0,2874.54
INV001353,P0014,沙发,1,2023-02-25 00:00:00,1894.25,C00147,China,家居家装,0,1894.25
INV001354,P0004,男士衬衫,2,2023-02-25 00:00:00,203.25,C00147,China,服装鞋帽,0,406.49
INV002064,P0012,台灯,1,2023-02-25 00:00:00,116.01,C00210,China,家居家装,0,116.01
INV002794,P0015,餐具套装,1,2023-02-25 00:00:00,358.84,C00294,China,家居家装,0,358.84
INV000845,P0011,巧克力,4,2023-02-26 00:00:00,69.36,C00085,China,食品饮料,0,277.43
INV000846,P0018,蓝牙音箱,2,2023-02-26 00:00:00,336.64,C00085,China,电子产品,0,673.27
INV000847,P0016,Python编程书,1,2023-02-26 00:00:00,90.29,C00085,China,图书音像,0,90.29
INV000848,P0014,沙发,1,2023-02-26 00:00:00,2947.64,C00085,China,家居家装,0,2947.64
INV001002,P0003,移动电源,3,2023-02-26 00:00:00,107.99,C00105,China,电子产品,0,323.98
INV001115,P0010,茶叶,3,2023-02-26 00:00:00,89.82,C00122,China,食品饮料,0,269.45
INV001116,P0007,背包,2,2023-02-26 00:00:00,139.95,C00122,China,服装鞋帽,0,279.91
INV001366,P0010,茶叶,3,2023-02-26 00:00:00,87.36,C00149,China,食品饮料,0,262.07
INV001367,P0007,背包,2,2023-02-26 00:00:00,148.64,C00149,China,服装鞋帽,0,297.28
INV001368,P0017,商业分析书,2,2023-02-26 00:00:00,52.19,C00149,China,图书音像,0,104.39
INV001369,P0018,蓝牙音箱,2,2023-02-26 00:00:00,182.2,C00149,China,电子产品,0,364.4
INV002126,P0014,沙发,4,2023-02-26 00:00:00,1387.69,C00219,China,家居家装,0,5550.76
INV002127,P0018,蓝牙音箱,2,2023-02-26 00:00:00,157.69,C00219,China,电子产品,21.87,293.52
INV002128,P0002,无线耳机,1,2023-02-26 00:00:00,318.16,C00219,China,电子产品,0,318.16
INV002400,P0015,餐具套装,3,2023-02-26 00:00:00,379.6,C00245,China,家居家装,75.1,1063.69
INV002401,P0002,无线耳机,1,2023-02-26 00:00:00,750.89,C00245,China,电子产品,0,750.89
INV002402,P0005,女士连衣裙,3,2023-02-26 00:00:00,467.17,C00245,China,服装鞋帽,0,1401.52
INV002733,P0019,智能手表,3,2023-02-26 00:00:00,1037.92,C00286,China,电子产品,0,3113.76
INV001083,P0011,巧克力,4,2023-02-27 00:00:00,44.84,C00117,China,食品饮料,0,179.38
INV001660,P0001,笔记本电脑,3,2023-02-27 00:00:00,5243.24,C00175,China,电子产品,537.21,15192.52
INV001661,P0011,巧克力,2,2023-02-27 00:00:00,52.81,C00175,China,食品饮料,6.05,99.56
INV001662,P0000,手机,2,2023-02-27 00:00:00,2862.45,C00175,China,电子产品,0,5724.91
INV001663,P0014,沙发,2,2023-02-27 00:00:00,2299.29,C00175,China,家居家装,0,4598.58
INV002520,P0008,咖啡豆,2,2023-02-27 00:00:00,119.59,C00263,China,食品饮料,0,239.17
INV002521,P0017,商业分析书,2,2023-02-27 00:00:00,128.25,C00263,China,图书音像,0,256.5
INV002522,P0010,茶叶,2,2023-02-27 00:00:00,197.3,C00263,China,食品饮料,0,394.6
INV002523,P0018,蓝牙音箱,1,2023-02-27 00:00:00,358.0,C00263,China,电子产品,0,358.0
INV002659,P0007,背包,1,2023-02-27 00:00:00,275.1,C00276,China,服装鞋帽,0,275.1
INV002660,P0008,咖啡豆,4,2023-02-27 00:00:00,110.92,C00276,China,食品饮料,0,443.67
INV002788,P0011,巧克力,1,2023-02-27 00:00:00,50.72,C00293,China,食品饮料,5.08,45.64
INV000402,P0003,移动电源,2,2023-02-28 00:00:00,123.17,C00040,China,电子产品,0,246.33
INV000403,P0015,餐具套装,4,2023-02-28 00:00:00,192.88,C00040,China,家居家装,0,771.51
INV000719,P0018,蓝牙音箱,2,2023-02-28 00:00:00,214.73,C00070,China,电子产品,32.72,396.74
INV000720,P0017,商业分析书,2,2023-02-28 00:00:00,81.01,C00070,China,图书音像,0,162.02
INV000721,P0006,运动鞋,1,2023-02-28 00:00:00,437.63,C00070,China,服装鞋帽,0,437.63
INV000800,P0004,男士衬衫,4,2023-02-28 00:00:00,355.78,C00079,China,服装鞋帽,0,1423.1
INV001792,P0000,手机,2,2023-02-28 00:00:00,4266.0,C00185,China,电子产品,0,8532.0
INV001793,P0017,商业分析书,3,2023-02-28 00:00:00,98.83,C00185,China,图书音像,0,296.5
INV001794,P0006,运动鞋,2,2023-02-28 00:00:00,662.27,C00185,China,服装鞋帽,0,1324.54
INV001795,P0002,无线耳机,4,2023-02-28 00:00:00,630.92,C00185,China,电子产品,0,2523.69
INV002078,P0011,巧克力,2,2023-02-28 00:00:00,41.16,C00213,China,食品饮料,6.82,75.5
INV002079,P0017,商业分析书,4,2023-02-28 00:00:00,56.64,C00213,China,图书音像,0,226.54
INV002080,P0003,移动电源,3,2023-02-28 00:00:00,112.97,C00213,China,电子产品,0,338.91
INV002081,P0014,沙发,1,2023-02-28 00:00:00,1618.98,C00213,China,家居家装,290.97,1328.01
INV002227,P0009,坚果礼盒,3,2023-02-28 00:00:00,83.11,C00226,China,食品饮料,0,249.33
INV002228,P0019,智能手表,3,2023-02-28 00:00:00,782.94,C00226,China,电子产品,0,2348.82
INV002229,P0005,女士连衣裙,2,2023-02-28 00:00:00,240.08,C00226,China,服装鞋帽,25.84,454.32
INV002797,P0013,床上四件套,3,2023-02-28 00:00:00,371.85,C00295,China,家居家装,0,1115.54
INV002798,P0000,手机,2,2023-02-28 00:00:00,3665.15,C00295,China,电子产品,419.51,6910.8
INV000514,P0004,男士衬衫,3,2023-03-01 00:00:00,899.38,C00055,China,服装鞋帽,108.51,2589.62
INV000515,P0012,台灯,1,2023-03-01 00:00:00,428.07,C00055,China,家居家装,38.24,389.83
INV000516,P0013,床上四件套,1,2023-03-01 00:00:00,1289.65,C00055,China,家居家装,0,1289.65
INV000818,P0015,餐具套装,3,2023-03-01 00:00:00,147.52,C00081,China,家居家装,0,442.56
