user_id,recency,frequency,monetary,tenure_days,avg_session_duration_min,total_page_views,cart_add_count,wishlist_count,coupon_usage_count,days_since_last_login,days_since_last_purchase,days_since_last_cart,avg_purchase_value,monthly_purchase_frequency,days_per_purchase,cart_conversion_rate,browse_to_buy_rate,customer_segment,preferred_category,registration_channel,age_group,city_tier,device_type,member_level,churn_risk_level,churned
U001134,212,44,5245.73,828,21.7,359,8,11,19,64,212,111,119.22,1.59,18.8,5.5,1.226,高价值客户,美妆个护,H5,55+,三线城市,iOS,金卡,中风险,1
U001135,31,34,12949.46,1078,44.7,307,43,7,5,29,31,355,380.87,0.95,31.7,0.791,1.107,沉睡客户,运动户外,Web,36-45,一线城市,Web,VIP,低风险,0
U001136,538,78,19311.47,978,9.4,219,47,2,10,305,538,230,247.58,2.39,12.5,1.66,3.562,流失客户,图书音像,APP,36-45,新一线城市,Web,VIP,中风险,1
U001137,60,61,12529.78,955,22.7,178,22,8,5,223,60,39,205.41,1.92,15.7,2.773,3.427,高价值客户,电子产品,Web,55+,二线城市,Android,VIP,低风险,0
U001138,489,27,21514.82,273,20.8,110,11,1,5,89,489,329,796.85,2.97,10.1,2.455,2.455,活跃客户,母婴用品,APP,18-25,一线城市,其他,VIP,中风险,0
U001139,502,55,15188.34,1014,5.2,89,3,24,9,80,502,315,276.15,1.63,18.4,18.333,6.18,高价值客户,运动户外,APP,36-45,二线城市,其他,VIP,中风险,1
U001140,239,5,9401.18,219,37.7,494,37,0,6,299,239,91,1880.24,0.68,43.8,0.135,0.101,活跃客户,电子产品,Web,46-55,其他,iOS,金卡,高风险,1
U001141,98,35,4650.4,821,12.5,429,4,1,13,279,98,12,132.87,1.28,23.5,8.75,0.816,新客户,母婴用品,线下门店,18-25,新一线城市,iOS,银卡,中风险,0
U001142,199,58,22182.99,87,40.0,355,0,30,1,149,199,298,382.47,20.0,1.5,0,1.634,活跃客户,家居家装,Web,46-55,三线城市,Android,VIP,中风险,1
U001143,287,49,14460.42,238,38.9,230,10,18,8,227,287,221,295.11,6.18,4.9,4.9,2.13,活跃客户,电子产品,社交电商,26-35,其他,iOS,VIP,中风险,0
U001144,333,34,1568.6,723,27.9,318,35,10,3,357,333,309,46.14,1.41,21.3,0.971,1.069,活跃客户,家居家装,Web,46-55,新一线城市,其他,铜卡,中风险,1
U001145,90,21,22375.45,248,37.1,118,22,20,1,152,90,288,1065.5,2.54,11.8,0.955,1.78,流失客户,电子产品,Web,46-55,三线城市,其他,VIP,低风险,1
U001146,340,22,11367.75,347,25.1,160,22,6,18,250,340,135,516.72,1.9,15.8,1.0,1.375,高价值客户,运动户外,APP,46-55,一线城市,其他,VIP,中风险,1
U001147,3,54,18717.18,751,34.0,438,1,5,1,279,3,5,346.61,2.16,13.9,54.0,1.233,VIP客户,服装鞋帽,社交电商,26-35,其他,iOS,VIP,低风险,0
U001148,80,48,19426.91,619,39.8,126,39,1,8,132,80,277,404.73,2.33,12.9,1.231,3.81,高价值客户,电子产品,社交电商,26-35,新一线城市,Android,VIP,低风险,1
U001149,198,32,5196.93,20,43.1,130,22,2,1,78,198,191,162.4,48.0,0.6,1.455,2.462,VIP客户,运动户外,小程序,18-25,一线城市,Android,金卡,中风险,0
U001150,291,43,19915.56,75,10.6,212,37,16,17,286,291,145,463.15,17.2,1.7,1.162,2.028,VIP客户,家居家装,社交电商,26-35,新一线城市,Android,VIP,中风险,0
U001151,302,32,9883.15,341,26.8,72,0,25,17,13,302,177,308.85,2.82,10.7,0,4.444,高价值客户,家居家装,APP,26-35,二线城市,Web,金卡,中风险,1
U001152,59,57,19512.89,811,14.4,452,39,19,19,68,59,28,342.33,2.11,14.2,1.462,1.261,新客户,食品饮料,Web,46-55,三线城市,Android,VIP,低风险,1
U001153,471,40,14720.55,576,7.6,469,0,12,5,304,471,137,368.01,2.08,14.4,0,0.853,VIP客户,服装鞋帽,社交电商,26-35,三线城市,Web,VIP,中风险,1
U001154,101,76,3354.36,817,20.4,364,14,3,15,190,101,118,44.14,2.79,10.8,5.429,2.088,VIP客户,美妆个护,Web,46-55,二线城市,其他,银卡,中风险,1
U001155,521,52,6334.27,217,40.4,77,44,0,19,217,521,61,121.81,7.19,4.2,1.182,6.753,流失客户,家居家装,APP,18-25,其他,Android,金卡,中风险,1
U001156,276,41,21870.27,560,3.2,90,45,3,2,181,276,353,533.42,2.2,13.7,0.911,4.556,活跃客户,运动户外,小程序,18-25,二线城市,iOS,VIP,中风险,1
U001157,143,13,14568.07,222,13.8,346,3,16,14,248,143,302,1120.62,1.76,17.1,4.333,0.376,流失客户,食品饮料,小程序,46-55,其他,Android,VIP,中风险,1
U001158,258,17,3875.47,198,22.8,125,45,26,8,321,258,345,227.97,2.58,11.6,0.378,1.36,沉睡客户,服装鞋帽,社交电商,26-35,一线城市,Web,银卡,中风险,0
U001159,495,64,1084.11,1016,28.7,429,36,6,6,120,495,87,16.94,1.89,15.9,1.778,1.492,高价值客户,美妆个护,小程序,18-25,二线城市,iOS,铜卡,中风险,1
U001160,479,70,16654.53,894,12.7,457,33,10,20,257,479,183,237.92,2.35,12.8,2.121,1.532,VIP客户,家居家装,H5,55+,新一线城市,Web,VIP,中风险,1
U001161,490,18,10143.04,359,1.3,265,17,12,15,64,490,337,563.5,1.5,19.9,1.059,0.679,高价值客户,食品饮料,小程序,36-45,新一线城市,Web,VIP,高风险,1
U001162,383,11,19654.1,809,8.0,86,11,5,11,4,383,54,1786.74,0.41,73.5,1.0,1.279,高价值客户,食品饮料,小程序,46-55,新一线城市,Web,VIP,中风险,1
U001163,422,25,14745.11,522,39.7,335,0,2,5,83,422,125,589.8,1.44,20.9,0,0.746,沉睡客户,服装鞋帽,小程序,55+,其他,Android,VIP,中风险,1
U001164,14,78,17569.03,862,18.1,430,44,14,1,68,14,209,225.24,2.71,11.1,1.773,1.814,流失客户,电子产品,小程序,36-45,一线城市,Web,VIP,低风险,0
U001165,190,9,11956.49,590,29.3,14,45,7,19,38,190,25,1328.5,0.46,65.6,0.2,6.429,VIP客户,服装鞋帽,社交电商,26-35,新一线城市,Web,VIP,中风险,0
U001166,182,18,4050.04,956,4.7,491,37,7,12,2,182,355,225.0,0.56,53.1,0.486,0.367,新客户,美妆个护,APP,55+,新一线城市,其他,银卡,中风险,0
U001167,39,42,10029.36,826,5.4,355,47,13,1,242,39,223,238.79,1.53,19.7,0.894,1.183,活跃客户,美妆个护,小程序,26-35,其他,Web,VIP,低风险,1
U001168,334,30,11602.57,416,12.6,51,28,26,13,337,334,75,386.75,2.16,13.9,1.071,5.882,活跃客户,服装鞋帽,Web,26-35,三线城市,iOS,VIP,中风险,1
U001169,266,37,17828.15,898,13.8,485,12,22,3,199,266,178,481.84,1.24,24.3,3.083,0.763,沉睡客户,图书音像,APP,26-35,三线城市,Android,VIP,中风险,1
U001170,398,67,9082.21,867,40.3,390,2,13,6,128,398,309,135.56,2.32,12.9,33.5,1.718,沉睡客户,食品饮料,社交电商,18-25,二线城市,其他,金卡,中风险,0
U001171,485,42,21465.78,211,23.3,230,1,2,15,317,485,315,511.09,5.97,5.0,42.0,1.826,高价值客户,家居家装,Web,36-45,新一线城市,iOS,VIP,中风险,0
U001172,294,72,5518.86,637,12.4,141,4,24,15,86,294,112,76.65,3.39,8.8,18.0,5.106,沉睡客户,运动户外,线下门店,36-45,新一线城市,其他,金卡,中风险,1
U001173,460,73,19033.34,29,7.9,452,18,24,17,189,460,115,260.73,75.52,0.4,4.056,1.615,流失客户,食品饮料,线下门店,55+,其他,iOS,VIP,高风险,1
U001174,288,60,4365.27,1063,19.8,366,17,2,20,6,288,1,72.75,1.69,17.7,3.529,1.639,高价值客户,运动户外,Web,55+,二线城市,Web,银卡,中风险,0
U001175,275,23,2329.69,577,10.9,404,37,19,0,16,275,297,101.29,1.2,25.1,0.622,0.569,活跃客户,母婴用品,社交电商,18-25,二线城市,其他,银卡,中风险,1
U001176,501,53,18439.13,608,10.4,263,33,8,8,108,501,234,347.91,2.62,11.5,1.606,2.015,新客户,美妆个护,H5,46-55,一线城市,其他,VIP,中风险,0
U001177,360,54,6447.36,855,38.3,72,43,28,12,119,360,206,119.4,1.89,15.8,1.256,7.5,高价值客户,服装鞋帽,小程序,36-45,一线城市,Web,金卡,中风险,0
U001178,35,8,3771.36,980,41.6,90,36,26,3,5,35,264,471.42,0.24,122.5,0.222,0.889,沉睡客户,运动户外,APP,46-55,其他,其他,银卡,低风险,1
U001179,242,47,10326.84,884,2.0,465,2,7,7,227,242,136,219.72,1.6,18.8,23.5,1.011,流失客户,家居家装,Web,18-25,三线城市,其他,VIP,高风险,1
U001180,451,28,605.22,835,21.5,410,7,17,4,93,451,93,21.61,1.01,29.8,4.0,0.683,流失客户,美妆个护,线下门店,55+,二线城市,iOS,铜卡,高风险,1
U001181,17,66,11330.44,1045,19.7,116,32,24,10,346,17,306,171.67,1.89,15.8,2.062,5.69,新客户,美妆个护,线下门店,26-35,其他,其他,VIP,低风险,0
U001182,174,66,17355.31,1038,34.1,209,1,23,10,326,174,165,262.96,1.91,15.7,66.0,3.158,新客户,图书音像,社交电商,26-35,新一线城市,iOS,VIP,中风险,0
U001183,61,34,16215.4,872,34.5,396,4,17,12,349,61,226,476.92,1.17,25.6,8.5,0.859,新客户,美妆个护,线下门店,26-35,新一线城市,iOS,VIP,低风险,0
U001184,412,21,14468.12,37,21.6,488,37,18,5,260,412,315,688.96,17.03,1.8,0.568,0.43,新客户,食品饮料,线下门店,18-25,其他,Android,VIP,中风险,1
U001185,331,27,19326.74,484,21.1,239,47,29,0,273,331,216,715.81,1.67,17.9,0.574,1.13,沉睡客户,图书音像,Web,46-55,其他,Web,VIP,中风险,1
U001186,212,76,13412.28,487,43.8,49,43,24,7,167,212,154,176.48,4.68,6.4,1.767,15.51,VIP客户,电子产品,APP,36-45,二线城市,其他,VIP,中风险,1
U001187,390,77,4531.82,703,37.0,229,12,0,11,132,390,310,58.85,3.29,9.1,6.417,3.362,高价值客户,食品饮料,小程序,26-35,其他,Web,银卡,中风险,1
U001188,252,7,17449.5,161,21.2,280,7,13,15,257,252,2,2492.79,1.3,23.0,1.0,0.25,流失客户,美妆个护,H5,36-45,新一线城市,iOS,VIP,高风险,1
U001189,352,68,14518.46,113,5.1,338,16,28,18,336,352,72,213.51,18.05,1.7,4.25,2.012,VIP客户,服装鞋帽,小程序,18-25,新一线城市,其他,VIP,中风险,0
U001190,118,61,1407.26,326,18.8,157,2,14,1,104,118,15,23.07,5.61,5.3,30.5,3.885,高价值客户,电子产品,社交电商,18-25,三线城市,Android,铜卡,中风险,0
U001191,170,77,23649.44,363,29.5,399,18,26,9,269,170,167,307.14,6.36,4.7,4.278,1.93,新客户,电子产品,线下门店,26-35,其他,Web,VIP,中风险,0
U001192,189,60,15802.08,188,3.8,281,0,13,18,350,189,57,263.37,9.57,3.1,0,2.135,VIP客户,美妆个护,APP,26-35,三线城市,其他,VIP,中风险,1
U001193,16,72,875.69,280,37.9,127,39,3,14,29,16,325,12.16,7.71,3.9,1.846,5.669,活跃客户,美妆个护,Web,36-45,二线城市,Web,铜卡,低风险,0
U001194,391,24,16066.03,691,44.9,353,31,28,0,41,391,91,669.42,1.04,28.8,0.774,0.68,新客户,图书音像,H5,26-35,二线城市,Android,VIP,中风险,0
U001195,383,28,10225.16,45,26.6,485,9,30,7,234,383,186,365.18,18.67,1.6,3.111,0.577,活跃客户,电子产品,Web,55+,二线城市,其他,VIP,中风险,1
U001196,61,32,15270.62,926,0.5,475,48,9,7,192,61,162,477.21,1.04,28.9,0.667,0.674,活跃客户,图书音像,APP,36-45,二线城市,Android,VIP,中风险,1
U001197,436,33,12555.74,169,31.6,422,28,25,11,142,436,347,380.48,5.86,5.1,1.179,0.782,新客户,家居家装,线下门店,36-45,其他,Android,VIP,中风险,1
U001198,463,64,6256.8,763,12.8,369,25,13,4,101,463,65,97.76,2.52,11.9,2.56,1.734,活跃客户,美妆个护,APP,46-55,三线城市,其他,金卡,中风险,1
U001199,418,37,14653.41,271,17.1,163,36,26,15,341,418,89,396.04,4.1,7.3,1.028,2.27,活跃客户,电子产品,小程序,26-35,其他,其他,VIP,中风险,1
U001200,421,73,15516.07,29,17.6,208,4,30,14,291,421,298,212.55,75.52,0.4,18.25,3.51,流失客户,食品饮料,Web,36-45,三线城市,Android,VIP,高风险,1
U001201,254,28,8049.38,984,39.0,209,35,16,14,363,254,253,287.48,0.85,35.1,0.8,1.34,流失客户,食品饮料,小程序,46-55,一线城市,Web,金卡,中风险,1
U001202,261,68,4358.03,1078,42.7,418,16,28,19,126,261,48,64.09,1.89,15.9,4.25,1.627,沉睡客户,家居家装,社交电商,55+,新一线城市,iOS,银卡,中风险,1
U001203,130,52,295.6,16,40.4,153,19,1,20,337,130,357,5.68,97.5,0.3,2.737,3.399,流失客户,美妆个护,Web,55+,一线城市,Web,普通,高风险,1
U001204,233,5,21774.34,151,10.2,65,1,6,16,294,233,253,4354.87,0.99,30.2,5.0,0.769,沉睡客户,食品饮料,H5,55+,三线城市,Android,VIP,高风险,1
U001205,34,76,15341.79,897,29.2,431,42,12,9,81,34,341,201.87,2.54,11.8,1.81,1.763,VIP客户,食品饮料,小程序,18-25,二线城市,Android,VIP,低风险,1
U001206,188,30,8454.0,482,1.9,482,31,13,13,311,188,52,281.8,1.87,16.1,0.968,0.622,高价值客户,图书音像,社交电商,55+,三线城市,Android,金卡,高风险,1
U001207,35,48,10087.34,276,39.6,48,30,21,11,125,35,321,210.15,5.22,5.8,1.6,10.0,新客户,母婴用品,社交电商,46-55,三线城市,iOS,VIP,低风险,0
U001208,441,74,8363.48,990,7.3,396,41,29,20,148,441,3,113.02,2.24,13.4,1.805,1.869,沉睡客户,家居家装,小程序,46-55,二线城市,iOS,金卡,中风险,0
U001209,326,29,24110.91,404,22.0,321,20,27,12,49,326,6,831.41,2.15,13.9,1.45,0.903,新客户,母婴用品,线下门店,46-55,新一线城市,Android,VIP,中风险,1
U001210,359,8,5682.61,183,34.2,395,42,5,1,75,359,355,710.33,1.31,22.9,0.19,0.203,沉睡客户,服装鞋帽,社交电商,26-35,其他,其他,金卡,高风险,1
U001211,199,27,11517.57,395,13.8,99,18,27,9,140,199,229,426.58,2.05,14.6,1.5,2.727,沉睡客户,电子产品,小程序,46-55,三线城市,iOS,VIP,中风险,1
U001212,426,17,19372.95,652,44.4,477,0,22,15,211,426,164,1139.59,0.78,38.4,0,0.356,新客户,服装鞋帽,线下门店,18-25,其他,Web,VIP,高风险,1
U001213,92,62,17392.16,347,38.9,308,22,2,8,180,92,196,280.52,5.36,5.6,2.818,2.013,活跃客户,图书音像,APP,55+,一线城市,Web,VIP,中风险,0
U001214,353,45,13638.0,168,32.9,418,6,10,14,133,353,138,303.07,8.04,3.7,7.5,1.077,VIP客户,美妆个护,H5,36-45,新一线城市,iOS,VIP,中风险,0
U001215,49,63,20540.39,12,2.8,10,37,7,0,159,49,163,326.04,157.5,0.2,1.703,63.0,沉睡客户,服装鞋帽,社交电商,36-45,一线城市,Android,VIP,中风险,1
U001216,154,23,2081.8,56,30.8,306,24,12,5,20,154,122,90.51,12.32,2.4,0.958,0.752,高价值客户,运动户外,社交电商,55+,三线城市,Web,银卡,低风险,0
U001217,22,57,13377.75,32,7.2,169,10,19,10,46,22,195,234.7,53.44,0.6,5.7,3.373,沉睡客户,美妆个护,H5,55+,新一线城市,Android,VIP,低风险,0
U001218,351,54,3347.17,120,42.0,314,29,9,8,10,351,257,61.98,13.5,2.2,1.862,1.72,高价值客户,电子产品,线下门店,46-55,一线城市,其他,银卡,中风险,0
U001219,44,77,4246.28,247,27.2,319,5,17,20,144,44,113,55.15,9.35,3.2,15.4,2.414,新客户,服装鞋帽,Web,26-35,三线城市,其他,银卡,低风险,0
U001220,344,69,6928.14,700,25.5,180,10,25,12,123,344,95,100.41,2.96,10.1,6.9,3.833,VIP客户,服装鞋帽,APP,55+,三线城市,iOS,金卡,中风险,1
U001221,466,21,3711.16,649,10.6,468,30,21,0,243,466,244,176.72,0.97,30.9,0.7,0.449,沉睡客户,运动户外,H5,36-45,二线城市,其他,银卡,中风险,0
U001222,59,69,16988.46,288,41.4,463,12,2,14,32,59,148,246.21,7.19,4.2,5.75,1.49,流失客户,服装鞋帽,社交电商,55+,二线城市,Android,VIP,低风险,0
U001223,432,63,20107.47,842,6.4,213,11,7,10,359,432,295,319.17,2.24,13.4,5.727,2.958,流失客户,电子产品,小程序,26-35,一线城市,Android,VIP,中风险,0
U001224,76,69,7565.11,272,17.1,421,35,29,14,3,76,110,109.64,7.61,3.9,1.971,1.639,流失客户,美妆个护,APP,36-45,一线城市,其他,金卡,低风险,0
U001225,406,51,6005.71,24,17.0,71,46,16,20,44,406,331,117.76,63.75,0.5,1.109,7.183,VIP客户,美妆个护,小程序,18-25,其他,iOS,金卡,中风险,1
U001226,222,76,1142.85,249,44.5,35,47,7,20,14,222,73,15.04,9.16,3.3,1.617,21.714,沉睡客户,食品饮料,APP,55+,二线城市,Web,铜卡,低风险,1
U001227,205,59,18936.55,964,31.5,192,14,27,3,294,205,332,320.96,1.84,16.3,4.214,3.073,活跃客户,美妆个护,APP,18-25,其他,其他,VIP,中风险,1
U001228,475,45,22934.92,1016,42.1,343,20,8,8,322,475,302,509.66,1.33,22.6,2.25,1.312,活跃客户,电子产品,小程序,36-45,其他,Web,VIP,中风险,1
U001229,338,29,12869.18,261,25.3,327,35,3,17,304,338,199,443.76,3.33,9.0,0.829,0.887,沉睡客户,运动户外,社交电商,26-35,二线城市,Web,VIP,中风险,0
U001230,408,52,3964.66,350,27.1,356,23,4,3,252,408,315,76.24,4.46,6.7,2.261,1.461,流失客户,电子产品,小程序,46-55,三线城市,iOS,银卡,中风险,1
U001231,419,14,20280.96,292,14.3,221,1,14,0,151,419,229,1448.64,1.44,20.9,14.0,0.633,VIP客户,食品饮料,线下门店,46-55,一线城市,Android,VIP,高风险,1
U001232,202,46,20004.44,135,16.8,191,1,2,11,101,202,348,434.88,10.22,2.9,46.0,2.408,新客户,服装鞋帽,线下门店,26-35,一线城市,其他,VIP,中风险,1
U001233,97,41,10610.01,717,23.9,297,3,11,4,91,97,130,258.78,1.72,17.5,13.667,1.38,沉睡客户,服装鞋帽,Web,26-35,其他,Web,VIP,中风险,1
U001234,272,8,17755.9,548,33.1,192,13,3,10,355,272,239,2219.49,0.44,68.5,0.615,0.417,高价值客户,电子产品,小程序,46-55,一线城市,iOS,VIP,高风险,1
U001235,538,74,13311.35,897,43.4,484,19,27,12,297,538,109,179.88,2.47,12.1,3.895,1.529,流失客户,运动户外,线下门店,18-25,其他,Android,VIP,中风险,1
U001236,331,78,12397.66,949,18.1,493,0,11,14,25,331,95,158.94,2.47,12.2,0,1.582,活跃客户,母婴用品,线下门店,18-25,其他,Web,VIP,中风险,1
U001237,7,13,14113.37,342,1.6,189,27,15,7,111,7,97,1085.64,1.14,26.3,0.481,0.688,活跃客户,母婴用品,Web,26-35,新一线城市,其他,VIP,中风险,1
U001238,41,24,21721.0,280,14.8,395,10,26,12,235,41,192,905.04,2.57,11.7,2.4,0.608,高价值客户,食品饮料,小程序,26-35,三线城市,其他,VIP,低风险,0
U001239,164,29,18037.2,699,29.5,28,8,7,5,11,164,294,621.97,1.24,24.1,3.625,10.357,新客户,图书音像,H5,18-25,一线城市,其他,VIP,低风险,0
U001240,234,23,12930.83,607,6.7,497,19,15,2,309,234,302,562.21,1.14,26.4,1.211,0.463,高价值客户,食品饮料,社交电商,18-25,三线城市,Web,VIP,中风险,0
U001241,87,43,21076.39,707,6.1,204,3,29,14,165,87,223,490.15,1.82,16.4,14.333,2.108,高价值客户,服装鞋帽,Web,55+,新一线城市,iOS,VIP,低风险,1
U001242,403,37,24617.8,444,30.5,99,49,24,13,320,403,77,665.35,2.5,12.0,0.755,3.737,活跃客户,母婴用品,线下门店,46-55,三线城市,Android,VIP,中风险,1
U001243,78,54,22173.23,1043,31.6,22,25,12,9,244,78,14,410.62,1.55,19.3,2.16,24.545,流失客户,电子产品,Web,55+,二线城市,iOS,VIP,低风险,1
U001244,36,43,15378.35,354,28.3,412,19,4,20,147,36,43,357.64,3.64,8.2,2.263,1.044,VIP客户,电子产品,H5,46-55,二线城市,iOS,VIP,低风险,0
U001245,508,35,511.64,896,21.6,393,23,16,5,219,508,232,14.62,1.17,25.6,1.522,0.891,流失客户,食品饮料,小程序,55+,一线城市,其他,铜卡,高风险,1
U001246,164,2,21077.1,508,31.9,102,32,21,11,324,164,206,10538.55,0.12,254.0,0.062,0.196,沉睡客户,美妆个护,H5,18-25,二线城市,其他,VIP,高风险,1
U001247,274,41,14895.56,434,5.1,478,13,18,18,347,274,248,363.31,2.83,10.6,3.154,0.858,VIP客户,图书音像,社交电商,18-25,二线城市,其他,VIP,中风险,1
U001248,323,41,404.44,584,27.1,414,42,6,4,213,323,223,9.86,2.11,14.2,0.976,0.99,沉睡客户,家居家装,Web,26-35,新一线城市,Web,普通,高风险,1
U001249,391,13,3312.52,328,32.5,304,45,29,17,333,391,38,254.81,1.19,25.2,0.289,0.428,VIP客户,服装鞋帽,小程序,55+,二线城市,Web,银卡,高风险,1
U001250,234,33,456.28,156,8.6,235,27,23,5,70,234,98,13.83,6.35,4.7,1.222,1.404,高价值客户,图书音像,线下门店,36-45,新一线城市,Android,普通,高风险,1
U001251,350,51,17892.55,1039,31.5,37,32,24,16,269,350,72,350.83,1.47,20.4,1.594,13.784,活跃客户,家居家装,线下门店,55+,其他,其他,VIP,中风险,1
U001252,298,9,9728.92,108,17.6,44,46,6,8,294,298,328,1080.99,2.5,12.0,0.196,2.045,沉睡客户,美妆个护,小程序,46-55,其他,Web,金卡,高风险,1
U001253,401,4,18838.31,671,23.4,356,28,19,8,290,401,198,4709.58,0.18,167.8,0.143,0.112,活跃客户,家居家装,APP,55+,三线城市,Android,VIP,高风险,1
U001254,207,51,20109.42,110,37.9,35,36,28,4,213,207,42,394.3,13.91,2.2,1.417,14.571,流失客户,美妆个护,Web,18-25,一线城市,其他,VIP,中风险,1
U001255,327,58,17125.38,839,42.8,174,31,21,16,204,327,165,295.27,2.07,14.5,1.871,3.333,沉睡客户,运动户外,线下门店,36-45,一线城市,Android,VIP,中风险,1
U001256,442,36,192.74,114,17.7,233,21,16,13,271,442,67,5.35,9.47,3.2,1.714,1.545,沉睡客户,电子产品,小程序,18-25,三线城市,其他,普通,高风险,1
U001257,362,33,8161.15,322,8.3,136,19,8,2,262,362,301,247.31,3.07,9.8,1.737,2.426,高价值客户,母婴用品,小程序,18-25,新一线城市,Android,金卡,中风险,1
U001258,417,69,24952.88,41,23.3,124,20,26,15,21,417,32,361.64,50.49,0.6,3.45,5.565,流失客户,电子产品,Web,46-55,新一线城市,iOS,VIP,中风险,0
U001259,306,35,3889.38,441,23.3,215,3,5,1,355,306,170,111.13,2.38,12.6,11.667,1.628,VIP客户,电子产品,社交电商,55+,其他,Android,银卡,中风险,1
U001260,285,9,5354.15,31,26.5,226,40,2,19,243,285,305,594.91,8.71,3.4,0.225,0.398,流失客户,母婴用品,Web,36-45,二线城市,Android,金卡,高风险,1
U001261,276,15,5283.14,804,27.6,274,0,9,10,21,276,237,352.21,0.56,53.6,0,0.547,活跃客户,运动户外,线下门店,46-55,二线城市,iOS,金卡,中风险,1
U001262,511,29,14347.28,45,40.0,304,40,24,17,23,511,71,494.73,19.33,1.6,0.725,0.954,VIP客户,美妆个护,APP,26-35,其他,Web,VIP,中风险,1
U001263,46,30,24237.7,731,41.1,312,48,4,10,266,46,143,807.92,1.23,24.4,0.625,0.962,高价值客户,电子产品,线下门店,26-35,二线城市,Android,VIP,低风险,1
U001264,99,73,18615.34,948,21.5,277,27,14,11,312,99,187,255.0,2.31,13.0,2.704,2.635,新客户,图书音像,APP,55+,三线城市,Web,VIP,中风险,0
U001265,536,21,5076.59,1032,23.7,375,8,26,19,163,536,328,241.74,0.61,49.1,2.625,0.56,高价值客户,美妆个护,H5,55+,二线城市,iOS,金卡,中风险,1
U001266,163,32,16185.24,457,8.0,461,27,0,20,184,163,280,505.79,2.1,14.3,1.185,0.694,流失客户,图书音像,Web,46-55,三线城市,其他,VIP,中风险,1
U001267,529,27,2511.49,915,9.1,6,24,12,5,302,529,109,93.02,0.89,33.9,1.125,45.0,VIP客户,服装鞋帽,小程序,18-25,其他,iOS,银卡,中风险,1
U001268,513,20,7407.78,307,39.9,426,23,26,10,288,513,159,370.39,1.95,15.3,0.87,0.469,流失客户,电子产品,线下门店,26-35,新一线城市,Android,金卡,中风险,1
U001269,148,29,16361.4,250,20.5,262,37,0,4,87,148,116,564.19,3.48,8.6,0.784,1.107,流失客户,电子产品,APP,46-55,二线城市,Web,VIP,中风险,0
U001270,459,8,16793.92,581,36.5,233,37,10,8,36,459,321,2099.24,0.41,72.6,0.216,0.343,流失客户,美妆个护,线下门店,36-45,二线城市,Android,VIP,中风险,1
U001271,80,70,13542.63,88,38.0,388,13,14,16,33,80,180,193.47,23.86,1.3,5.385,1.804,高价值客户,服装鞋帽,小程序,46-55,其他,iOS,VIP,低风险,0
U001272,310,48,12772.7,806,8.0,428,35,6,16,134,310,281,266.1,1.79,16.8,1.371,1.121,高价值客户,母婴用品,线下门店,26-35,其他,iOS,VIP,中风险,0
U001273,18,62,9994.91,316,11.1,209,43,3,5,58,18,323,161.21,5.89,5.1,1.442,2.967,VIP客户,电子产品,H5,36-45,一线城市,iOS,金卡,低风险,0
U001274,536,50,21191.0,208,23.2,73,1,20,15,3,536,205,423.82,7.21,4.2,50.0,6.849,流失客户,电子产品,APP,18-25,三线城市,Android,VIP,中风险,1
U001275,151,76,13893.18,800,25.1,462,14,7,8,361,151,261,182.81,2.85,10.5,5.429,1.645,VIP客户,美妆个护,H5,36-45,其他,其他,VIP,中风险,0
U001276,249,41,1153.76,1012,15.1,266,39,13,16,115,249,97,28.14,1.22,24.7,1.051,1.541,沉睡客户,运动户外,H5,46-55,一线城市,其他,铜卡,中风险,1
U001277,104,22,21004.62,453,5.0,173,21,20,1,348,104,162,954.76,1.46,20.6,1.048,1.272,流失客户,电子产品,小程序,26-35,一线城市,其他,VIP,中风险,0
U001278,228,67,6882.52,580,12.2,164,23,16,17,107,228,53,102.72,3.47,8.7,2.913,4.085,新客户,图书音像,APP,36-45,三线城市,iOS,金卡,中风险,1
U001279,105,20,23408.41,667,38.4,106,25,17,14,58,105,166,1170.42,0.9,33.4,0.8,1.887,VIP客户,美妆个护,社交电商,55+,一线城市,iOS,VIP,低风险,0
U001280,449,58,15466.86,116,39.4,77,14,20,9,321,449,136,266.67,15.0,2.0,4.143,7.532,沉睡客户,美妆个护,社交电商,36-45,二线城市,其他,VIP,中风险,0
U001281,301,4,22878.74,481,37.0,221,46,27,13,152,301,11,5719.68,0.25,120.2,0.087,0.181,新客户,美妆个护,Web,26-35,其他,Web,VIP,高风险,1
U001282,492,28,18971.64,1043,30.0,449,7,11,18,255,492,187,677.56,0.81,37.2,4.0,0.624,流失客户,食品饮料,社交电商,26-35,三线城市,Android,VIP,中风险,1
U001283,403,72,19361.88,433,32.1,74,36,26,2,169,403,286,268.91,4.99,6.0,2.0,9.73,沉睡客户,图书音像,H5,26-35,新一线城市,Android,VIP,中风险,1
U001284,93,49,21370.68,770,3.6,182,40,23,8,275,93,126,436.14,1.91,15.7,1.225,2.692,高价值客户,美妆个护,线下门店,18-25,三线城市,Android,VIP,中风险,1
U001285,394,61,17740.02,803,8.4,67,22,23,20,293,394,182,290.82,2.28,13.2,2.773,9.104,高价值客户,图书音像,H5,18-25,三线城市,Web,VIP,中风险,0
U001286,118,55,1637.87,13,15.5,490,10,28,5,39,118,262,29.78,126.92,0.2,5.5,1.122,VIP客户,服装鞋帽,线下门店,55+,其他,iOS,铜卡,低风险,0
